rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-7565-dup-0, caitlin, vincejnt, 28, mertz wlace, thurlgona, wantkfna, 3216, nsw, 19941007, 29, 02 17217762, 8406890, 3
rec-7593-dup-0, jayden, harasnzti, 61, eggleston crescent, , lake munmorah, 2512, sa, 19070608, 33, 04 17108173, 7448764, 9
rec-8381-org,   abbey, jeffries, 58, hayward place, blue hills, batlow, 3105, nsw, 19300608, 36, 07 45021094, 5116923, 5
rec-8841-dup-3, jayden, shepherd, 32, wollaston place, , rossmoyne, 4046, , 19406203, 30, 03 53743470, 6816810, 3
rec-338-org,   philip, hyland, 30, mainwaring rich circuit, seldon, balcatta, 2448, nsw, 19800301, 37, 07 31622211, 5106544, 3
rec-1434-org,   cooper, vincent, 7, blaxland crescent, , thornbury, 3136, nsw, 19780101, 30, 04 93712093, 8391220, 6
rec-647-dup-1, christian, green, 9, david snreet, shillelagh park, woori yallock, 2720, act, 19980814, , , 8223530, 4
rec-6672-org,   john, blake, 40, northbourne avenue, , winston hills, 4350, sa, 19910714, 13, 04 83307415, 8261508, 8
rec-6038-dup-1, jessica, jolly, 30, wildstcreet, , marayong, 2570, tas, 19052909, 34, 07 74925692, 2401453, 1
rec-7982-dup-2, blake, rod, 43, mundawari circuit, , sadleir, 2222, wa, 19520124, 71, 08 23449417, 1775888, 0
rec-9085-org,   sara-louise, whiterod, 456, carmichael street, , moss vale, 2558, qld, 19210217, 22, , 5830547, 8
rec-101-dup-1, blakwell, saa, 755, boucicault place, , ryde, 2135, qld, 19660206, 34, 02 57228576, 9857901, 4
rec-7008-org,   cameron, primavera, 26, beaumont close, gwandalan, wallsend, 4055, vic, 19120405, , 08 24735598, 8209928, 7
rec-906-dup-0, lachlan, jizly, 33, barrington crescent, , hillside, 3155, qld, 19805329, 52, 04 61644008, 2694450, 5
rec-6121-dup-2, matthew, beran, 129, fizelle place, , cherter hill, 2621, , 19371219, 26, , 2521577, 3
rec-6031-org,   rachel, boesten, 484, sherbrooke street, , eastwood, 4370, vic, 19920924, 28, 02 50424688, 9858648, 2
rec-8553-dup-0, blake, , 3, stewartyctescent, herbert river, greenwood, 2500, vic, 19270621, 28, 02 12870725, 8299666, 8
rec-4438-dup-2, kaijlin, ryab, 21, knaggs crescent, , lalor, 4566, vic, 19317018, 30, 07 73872685, 8886797, 0
rec-7156-org,   joanna, procter, 1, ironbark crescent, peppercorn lodge, kincumber, 4163, , 19060708, 23, 07 72956042, 3522914, 2
rec-9497-dup-4, kate, rankine, 292, langi, bromell circuit, wetherill park, 2453, nsw, 19900811, 34, 03 11914559, 7271474, 6
rec-855-dup-3, luke, hudfy, 68, bottrill street, shadoof lodge, ermingtln, 2166, nsw, 19990406, 13, , 5485787, 6
rec-777-org,   jasmine, mckerlie, 83, ruse street, , ryde, 4508, nsw, 19230331, 9, 08 59427017, 5895198, 5
rec-5922-org,   teagan, reid, 4, marshall street, kangaroo grnd, burpengary, 7248, , 19740603, 27, 07 63254825, 2065637, 8
rec-4610-dup-2, nathan, thorbhe, 5, evan poace, , el arish, 3143, qld, 19950403, 31, 02 86982138, 8449855, 3
rec-835-dup-0, stephnie, armfield, , dalley crescent, berri cottage hmes, mentone, 7253, , 19631202, 36, , 7687281, 8
rec-7708-org,   brendan, brain, 25, belconnen way, , smithfield, 3088, nsw, , 28, 07 63162335, 7295776, 4
rec-9295-dup-0, hannah, campbell, 325, roxon place, , cooplah, 0880, viu, 19280213, 29, 08 14347467, 1838908, 6
rec-3392-dup-0, katelin, mortkoock, 19, mcgee place, , cromer, 4075, , 19951230, 21, 03 05302702, 6864768, 0
rec-1735-dup-0, hayden, paterson, 81, marr zreet, edrington park re, broadmeadows, 2560, nsw, , , 08 71142583, 4527346, 5
rec-2176-dup-1, caitlin, priest, 4, noongale court, swaledale, 4225, malvern, vim, 19620913, 30, 08 60464734, 1483893, 2
rec-4258-org,   jackson, clapham, 86, crick place, lee valley, bargara, 3172, qld, 19480213, 32, 04 22516991, 2602714, 0
rec-7698-dup-2, keira, laheh, 349, howe crwscent, , camden, 5164, wa, 19140214, 28, , 1870646, 8
rec-8104-dup-0, procter, emiily, 7, perry park hostel, greenway street, magill, 2490, qld, 19200920, 31, 08 32200158, 9718827, 9
rec-56-dup-1, alyssa, campbell, 26, piddingtox street, apt 2005, north maclean, 3173, qld, 19669508, 42, 04 63196724, 3809105, 4
rec-3148-org,   mikayla, haggett, 111, bingham circuit, , view bank, 6210, wa, 19380122, 31, 08 81007045, 6396929, 1
rec-7344-dup-2, mclelland, dante, 269, froggatt qtreet, , elizabeth grove, 5277, nsw, 19960502, 26, 07 36614053, 2791560, 7
rec-1439-dup-2, adela, bohzs, 9, spalding street, rosall, cherrybrook, 2196, nsw, 19290514, 26, 03 63605334, 2025913, 0
rec-8441-dup-4, kayden, le messurier, 27, , , mosman, 2614, nsw, 19020201, 13, 02 58191283, 5378335, 4
rec-8440-org,   elysse, boyle, 87, sellwood street, , st albans, 3304, , 19990520, 38, 04 53148896, 3202658, 0
rec-5899-dup-0, , miles, 4, glenmaggie street, blue hills, page, 4819, nsw, , 25, 04 32422654, 7545809, 7
rec-2799-org,   riley, dent, 33, priestley place, , north turramurra, 2117, vic, 19941105, 36, , 8718541, 9
rec-1675-org,   liam, walkington, 44, liverpool street, , wolvi, 2663, , 19660310, 19, 07 19652786, 9550351, 4
rec-1593-dup-2, taylsh, van derhsoek, 26, kater place, , bronte, 2161, sa, 19580807, 19, 04 64931464, 7859790, 7
rec-2688-dup-1, jessica, wag, 28, , yurara ark, keysborough, 6255, , , 28, 04 10877060, 4290934, 1
rec-674-dup-1, noah, mewett, 52, james street, , greenwith, 7305, nsw, 19810426, 26, 07 57502034, 9761516, 9
rec-2051-dup-0, scerri, lachln, 30, jansz ceescent, kiaora, stratford, 4680, nsw, 19870910, , 04 01238716, 1183402, 7
rec-9623-org,   cooper, mccarthy, 20, tardent street, , flinders park, 2444, vic, 19660511, 26, 07 07995321, 4595049, 3
rec-8280-dup-1, courtney, spong, 33, summerville cescent, cranfoed, kincimber, 6532, vic, 19030923, 25, 07 03517497, 3565692, 6
rec-2163-dup-4, jessica, green, 962, mockridge rescent, , albury east, 2163, , 19040515, , , 9185137, 9
rec-7709-dup-0, connor, early, 137, chandler street, , st albans, 4650, tad, 19040727, 37, 07 82917304, 5003199, 2
rec-6242-org,   archer, wilkins, 51, mugglestone place, , silverwater, 4556, sa, 19180812, 24, 08 66943349, 1624335, 6
rec-309-dup-0, stela, beattfe, 23, jaru place, , cleveland, 4879, nsw, 19831024, 32, 04 19204584, 7636756, 2
rec-590-dup-0, georgia, excell, 19, torrens street, , canley vale, 2081, vic, 19928111, , 02 41044935, 7271305, 7
rec-8885-dup-0, joshua, yj, 55, cromwell circuit, , cawarral, 5093, nss, 19360216, 26, 07 98429515, 8940624, 1
rec-7243-dup-0, leonk, rau, 20, hirstpoace, , vermont south, 3727, nsw, 19710525, 33, 02 65595369, 5342947, 2
rec-9561-org,   kiarnee, farah, 6, lorne place, , padstow, 3634, vic, 19550807, , 03 25959201, 2656338, 8
rec-8377-org,   jassim, pascoe, 57, leist street, , ormond, 3154, , 19221227, 37, 03 38335796, 5853183, 0
rec-563-dup-1, ella, noack, 29, lexcenqvenue, , boonoo boonoo, 3150, nsw, 19670709, 31, 03 91354337, 4852355, 8
rec-5894-dup-1, harry, ryan, 102, , north point plaza, miai, 2830, vic, , , 08 57360441, 9448471, 7
rec-5957-dup-0, men, momcilovic, 71, livingston avenue, , flinders park, 5223, wa, 19081221, 31, 08 91483556, 3981826, 9
rec-5670-org,   jaden, millar, 4, cromwell circuit, , albion park rail, 6019, nsw, 19750912, 26, 03 27431380, 5475215, 2
rec-6301-dup-0, saara, kaunesux, 7, , , willetron, 2073, vic, 19920528, 30, 02 00478081, 9123552, 0
rec-2972-org,   ashleigh, ziersch, 32, arnot place, , harden, 5031, vic, 19880123, , 03 33143857, 4585022, 6
rec-9830-dup-0, annabelle, ryan, 8, clarey crescent, glen elgin, nerimbera, 3156, nsw, 19150625, 31, 07 13194720, 7562609, 5
rec-9229-org,   lucinda, lanyon, 2, bemboka crescent, gairdner road, kirra, 2161, nsw, 19480630, 28, 04 12133449, 8769234, 8
rec-8080-org,   meg, rudd, 78, kosciusko avenue, , mount isa, 3122, nsw, 19080603, 28, 07 55772342, 9248822, 8
rec-5573-org,   matthew, reid, 90, kellermann close, , chelsea heights, 2190, , 19141127, 28, 04 14303885, 1524334, 3
rec-6147-dup-0, , mcgregor, 62, carslak loop, , gorokan, 4214, nsw, 19340622, 32, 04 28699924, 9446674, 4
rec-4214-org,   shai, white, 4, ardlethan street, ferndale, bateman, 3107, vic, 19671125, 35, 08 99648930, 2001607, 6
rec-6964-org,   brooklyn, godfrey, 42, chuculba crescent, , jamboree heights, 5067, nt, 19920730, 34, 08 86990796, 1847523, 0
rec-2284-dup-1, campbell, jairus, 758, priddle street, , sunshine beach, 7319, msw, 19410403, 26, 08 20154355, 9857211, 0
rec-6972-dup-1, karli, , 69, novar street, , wallan, 2263, nsw, 19400036, 27, 07 19027803, 1142330, 6
rec-1457-org,   grace, mcbryde, 19, yamba place, , kumbia, 3441, vic, 19750208, 32, 07 46203782, 7973454, 9
rec-4326-org,   caleb, heidrich, 2, mcdermott street, , jewells, 3135, sa, 19651013, 33, 04 92687006, 4601823, 2
rec-5699-dup-2, ryan, wiegold, 621, manu place, , glengoorie, 2156, sia, 19481116, 32, 07 87354954, 4399717, 3
rec-6615-org,   jacinta, bishop, 74, pearson place, , st albans, 3083, , 19701214, 33, 03 79550925, 6730023, 3
rec-5200-org,   jemma, wimpenny, 72, kinchela crescent, francis street medical centre, new farm, 2605, qld, 19920430, 19, 03 92835764, 2272507, 3
rec-3258-dup-0, liiuam, stanwick, 1, nambucca street, , inghwm, 4158, nsw, 19290315, 22, 02 80842255, 6932756, 1
rec-5841-org,   madeleine, coleman, 67, hardman street, , frankston, 4152, nsw, 19711207, 31, 03 04131021, 8738813, 1
rec-9566-org,   braedon, grosser, 2, , bunga, maryborough, 5107, , , 34, 07 54692637, 9965675, 3
rec-3616-org,   jessica, eyles, 1, figg place, , glen thompson, 4350, qld, 19830519, 35, 08 25345936, 8723504, 1
rec-5603-org,   keahley, dolan, 49, magarey place, , unanderra, 3214, tas, 19461021, 31, 07 89268052, 8282432, 0
rec-1343-org,   crystal, hamon, 82, , , yamba, 2150, nsw, 19850224, 36, 04 52341222, 2024698, 4
rec-3878-dup-1, , , 200, hansen circuit, st helens, bundqmba, 4654, vic, 19270813, 34, 02 94882621, 3390318, 6
rec-5365-dup-0, ethan, campbeyll, 0, , , acacia ridge, 5169, sa, 19340128, 9, 04 03329161, 1019804, 0
rec-3625-dup-1, daniel, campbell, 104, lamb ilace, , beechboro, 6714, vic, , 35, 04 77310542, 8037288, 5
rec-9906-org,   madalyn, campbell, 30, tench street, , yorkeys knob, 2518, qld, 19170311, 33, 07 45015764, 3772123, 7
rec-2212-dup-1, , bullock, 29, elkedra close, , coffs harbour, 2205, qld, 19239411, 22, 03 61799423, 4597159, 9
rec-3021-org,   matilda, baynes, 28, bega flats, , port kembla, 4674, vic, 19571015, 24, 08 32329382, 5216362, 1
rec-1521-dup-3, natasha, wisemwn, 9, callister crescent, , tweed heads, 4083, nsw, 19150223, 30, 03 41553026, 1287706, 7
rec-4977-dup-1, charles, baynes, 12, wattle street, millridge, burwood, 3305, , 19960711, 33, , 7825607, 7
rec-529-org,   sean, arhdntoulis, 87, maria place, , mount marshall, 4000, , 19690129, 40, 07 41542224, 4545001, 3
rec-7629-org,   georgia, giola, 41, keenan street, banksia springs, cherrybrook, 3216, wa, 19311224, 30, 04 66159875, 4892344, 9
rec-3963-org,   caitlin, grobler, 1, morgan crescent, , cambridge, 2134, nsw, 19290418, 13, 08 77913128, 6372761, 3
rec-1725-org,   daniel, rollins, 7, blowering street, , taree, 2035, vic, , , 02 36667068, 9030271, 5
rec-1850-org,   samuel, seymour-griffin, 19, bolton place, the chase, charlestown, 3122, qld, 19650214, 29, 02 32177317, 9682131, 0
rec-3551-dup-3, talia, walklye, 8, britten-jonqs drive, , cape paterson, 4405, vic, , 35, 04 27379188, 1691322, 3
rec-7204-org,   nikita, meucci, 5, newman street, st john of god hospital, paddington, 2870, nsw, 19350614, , 07 57410890, 9996814, 2
rec-2442-org,   jackson, green, 3, , narek, highton, 3073, nsw, 19040827, 24, 02 97046755, 6288817, 0
rec-6467-dup-2, dycan, meaney, 55, enderbypsfreet, , nairne, 3134, qld, 19690612, 28, 04 37694699, 9228341, 8
rec-5042-dup-1, danied, richmond, 241, summerville crescent, , lane covye west, 2527, nsw, 19900907, 28, 08 01832600, 2404020, 2
rec-3673-dup-0, sophie, elsrob, 5, maurice place, strathcedar street, albion park rail, 2500, nsw, 19021223, 29, 04 79698691, 8828082, 7
rec-3283-org,   erin, clarke, , halford crescent, , nome, 2225, nsw, 19751204, 27, 04 58359729, 1444270, 7
rec-40-dup-2, thonas, switaoski, 8, halford crescent, , balwyn north, 2712, qld, 19210616, 29, 03 78971644, 7923522, 4
rec-1975-dup-2, benner, melissa, 2, langdon avenue, la rhune, glenbrook, 6066, tas, 19750121, 10, 03 83859575, 4693123, 3
rec-9518-org,   abbie, white, 198, schomburgk street, , dunbogan, 3109, qld, 19271016, 23, 02 24264509, 8078705, 5
rec-9459-org,   zali, george, 23, everard place, wongowal, tingalpa, 5113, , 19750308, 36, 07 92226794, 4412737, 7
rec-7016-org,   irene, dmytriw, 14, beetaloo street, willowbanks, kaleen, 5038, , 19601207, 13, 08 53001668, 2140705, 8
rec-5925-org,   spencer, hingston, 30, gilruth street, , banyo, 2166, nsw, 19340529, 27, 07 01241427, 9131205, 2
rec-4762-org,   alicia, wardle, 885, wray place, penquite road, darnum, 3065, nsw, 19370702, , 03 02163704, 3597877, 3
rec-7452-dup-0, ayden, , 8, gungurra cescent, , dunsborugh, 4565, nsw, 19741021, 30, 02 77664975, 8575878, 8
rec-2464-dup-0, josdp, frahn, 39, turriff street, , torquay, 7015, qld, 19560401, 35, 07 29809484, 8631951, 0
rec-7959-dup-1, emma, lenzi, 58, kitchener street, gateway vlge caravn park, mill park, 7310, , 19471026, 22, 08 47991410, 2175439, 5
rec-4172-org,   jordan, george, 10, , leisure living vlge, ourimbah, 6330, , 19101013, 34, 07 23155988, 6087759, 4
rec-3703-org,   jack, longman, 17, erldunda circuit, , greenwith, 2480, vic, 19660524, , 07 34945479, 8270801, 5
rec-4419-dup-3, white, ella isab, 13, iron place, , castlemaine, 3124, sa, 19500822, 13, 07 14314569, 2066913, 7
rec-3665-org,   charlotte, mcgarty, 34, capertee place, , concord west, 3616, nsw, 19110620, 21, 07 13136422, 6725738, 2
rec-4225-dup-0, hamish, mees, 10, arthur circle, , mayfield, 3216, nsw, 19790910, 29, 03 03648241, 6622197, 8
rec-819-dup-1, zoe, lando, 2, bursaria street, star court arcade, the bain, 3864, qld, 19820416, 31, 03 81162492, 8283752, 1
rec-1587-dup-1, coopd, peahey, 72, downard street, , riverwood, 5606, tss, 19631129, 9, 07 51927637, 1631713, 0
rec-9076-org,   kate, linssen, 45, morduant place, villa 2, bundaberg, 6169, , 19770617, 34, 03 21748130, 5528140, 6
rec-7480-dup-1, sofite, simmonds, 41, , , floravlle, 2232, sa, , 28, , 6869369, 9
rec-7710-org,   pascale, conaghty, 22, graves place, robina, albany creek, 3079, nsw, 19240605, 23, 07 75987250, 4960245, 0
rec-5334-dup-0, saskia, wilkins, 955, alberga srreet, , leetom, 2170, qld, 19870718, , 04 24039467, 4261761, 6
rec-2121-dup-1, sidonie, bichcer, , doyle terrace, , port macquarie, 4507, nsw, 19028330, 10, 02 93446721, 6730567, 5
rec-5254-dup-0, rosive, campvell, 3, hartigan garden, entwood, brighton, 3555, qld, 19520619, 12, 02 42789490, 5661428, 5
rec-1798-dup-1, jackson, campbell, 2, coode street, , mount isa, 2654, nsw, 19550621, 7, 04 57191146, 6502186, 5
rec-9819-org,   sidonie, reid, 59, cowdery place, annesley, cooroy, 2620, nsw, 19561005, 19, 04 57134531, 6408428, 8
rec-7941-org,   callum, bacchus, 15, colmer street, , cherrybrook, 2350, vic, 19340130, 27, 04 47637150, 2886030, 2
rec-1328-org,   alec, havelberg, 27, shackleton circuit, , strathmerton, 3156, wa, 19050110, 33, 08 45160282, 5145447, 0
rec-2906-dup-0, rysn, green, 42, sampson close, , cooktown, 3024, wa, 19710202, 7, 07 91973300, 2773303, 1
rec-3768-dup-2, noah, horsoey, 5, , , st abans, 3189, wa, 19730607, 83, 08 18624945, 3556805, 3
rec-1234-dup-0, jas, van der hoek, 50, carlile xtreet, , blackburn north, 2652, vic, 19411216, 9, 07 93145110, 6513432, 1
rec-611-dup-3, jacqueline, cuhhs, 7, carr crescent, , ballarat, 3922, vic, 19700418, 27, 08 48374625, 1258047, 2
rec-4567-dup-1, marleigh, grebn, 34, coles place, st mathews retmnt, lilli pilli, 3981, nsw, 19430989, 33, 03 59841280, 1452804, 1
rec-5141-dup-1, micharl, heenan, 20, burnie strewt, , callala bay, 1213, vic, 19070808, 31, 08 82866562, 5546277, 5
rec-5796-org,   abby, siviour, 20, chappell street, , paddington, 6510, nsw, 19070704, 30, 08 96240639, 1096727, 6
rec-871-org,   blade, voskulen, 3, daglish street, moorhouse, highton, 2207, qld, 19281014, 25, 03 65006969, 4647659, 3
rec-1979-org,   aleisha, knapman, 6, pickworth street, shed sunnyside, para hills, 6009, act, 19240617, 36, 02 11452434, 4574025, 2
rec-7498-dup-1, jarryd, noble, 585, bussau vlose, , narrogin, 3215, , 19030924, 28, 07 42865407, 4086270, 3
rec-1654-org,   amber, versteegen, 25, gungurra crescent, , brunswick west, 6152, qld, 19681124, , 07 65020588, 6862948, 9
rec-2341-dup-0, jzlie, elphtk, 74, masson street, , , 2168, nsw, 19100305, 27, 03 61828362, 9710621, 2
rec-8691-dup-0, renqfry, lachlan, 30, duterrau crescent, west-view, hamilton, 4680, qld, 19050703, , 03 50918586, 9740247, 8
rec-8866-dup-2, ryan, kiodses, 7, , kincumber nautical vlge, fennell bay, 2040, , 19720416, 34, 07 92929138, 2985206, 8
rec-9608-org,   mitchell, waller, 3, green street, , wallsend, 6317, , 19920120, 23, 04 30131447, 4457771, 2
rec-1741-dup-1, rosie, braitheaite, 5, cullen street, southern wood, bomaderry, 2049, vic, 19760222, 22, 03 39599921, 4937578, 2
rec-3128-org,   shannon, feast, 901, templeton street, , young, 6026, sa, 19340113, 35, 03 37980451, 7263234, 6
rec-1015-org,   michaela, holme, 3, fitzmaurice street, , seaton, 3073, nsw, 19310630, 23, 04 91082488, 9716110, 7
rec-806-org,   alaiyah, wilkey, 4, freda gibson circuit, , hawks nest, 2460, nsw, 19861009, 24, 07 68512746, 2834640, 1
rec-4093-dup-0, hollh, white, 27, d'hagecourt, lakewood estate, cumnock, 6551, wa, 19550510, 34, 07 65515752, 8715993, 8
rec-9055-dup-2, harru, nguyen, 2, piper street, colloca vale, duncraig, 5139, , 19230205, 26, 07 30986445, 7124357, 9
rec-5922-dup-0, teagan, reir, 5, marshall street, kangaroo grnd, burpengary, 7248, , 19704693, 27, 07 63254825, 2065637, 8
rec-1045-org,   liam, zawadzki, 40, blair street, de cameron, stockton, 3805, , 19160718, 41, 04 89947526, 3641837, 1
rec-1450-org,   anton, filipetto, 18, warner place, , carine, 3058, , 19301008, 22, 03 76746509, 1982094, 6
rec-6503-dup-0, zach, navarro, 262, nicholal street, , figtreee, , sa, , 26, 07 54146582, 5587119, 6
rec-14-org,   hannah, fitzpatrick, 3, bainton crescent, , wamberal, 6152, qld, 19341117, 12, 07 63670928, 5017929, 9
rec-1352-org,   alessandria, howie, 79, bellinger circuit, , beaumaris, 4305, vic, 19960822, 29, , 2148199, 4
rec-8662-org,   emiily, stubbs, 203, collings street, , cooma, 2148, qld, 19030111, 33, , 5115489, 4
rec-263-dup-0, timothy, denholm, 29, street d amala, , gosford east, 6081, vic, , , 08 72172009, 1460109, 5
rec-6763-dup-0, , egan, 6, decima circuit, ainsli e house, ngunnawal, 2219, vic, 19889831, 31, 02 90798010, 8739519, 1
rec-4521-org,   matilda, binkowski, 3, stopford crescent, , largs north, 3174, nsw, 19450114, 28, 03 24774717, 8753211, 8
rec-2281-dup-2, james, broadby, 2, george wrteet, , murray bridge, 2623, , 19491226, 35, 03 46480200, 7404797, 7
rec-8964-dup-1, georgia, camp, 180, bandjalongacrescent, , chincyolla, 5073, nsw, 19440626, 33, 07 81820084, 9277323, 1
rec-3166-org,   william, martinello, 178, vasey crescent, tiberoo, oakey, 4720, qld, 19431130, 31, 04 75359227, 5795567, 8
rec-5025-dup-4, stephanie, godfrey, 99, maitland street, broombie stud, highton, 3029, wa, 19160223, 34, 08 01013977, 1646895, 2
rec-2070-dup-0, , elpjixk, 35, watkins street, , giralang, 4197, nsw, 19410729, 23, , 6051543, 3
rec-393-dup-2, avw, dixion, , scantlebury crescent, , bongaree, 2830, vic, , 8, 02 99680375, 6151391, 4
rec-3819-org,   lily, , 9, wall place, , pullenvale, 4503, nsw, 19540109, 28, 07 21227888, 3013842, 4
rec-8769-dup-0, eboni, hank, 4, broome crescent, , burnett heads, 2176, tas, 15982114, 12, 04 74963289, 1239108, 8
rec-257-dup-1, greehi, erin, 25, ironside street, eden park, woodcroft, 3168, nsw, 19780919, , 04 65947846, 9750479, 3
rec-3034-org,   lauren, millar, 42, medworth crescent, topview, oyster bay, 5049, vic, 19450516, 29, 03 38164533, 7320800, 4
rec-8593-org,   oliver, andresen, 18, ramage place, memorial hospital, mount pleasant, 3885, wa, 19721021, 19, 03 28608071, 8279286, 6
