rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-1189-dup-2, zachafy, bofse, 4, dixon drive, virginia estate, coffs harbour, 2146, vic, 19040914, 8, 07 56130957, 7361736, 9
rec-2592-dup-2, benjamin, di manno, , mount stromlo road, villa 2, vermont, 2536, qlhd, , , 03 59188533, 7537854, 6
rec-4849-dup-1, robin, ovens, 200, florence street, , north curl curl, 3352, vic, , 27, 07 30836932, 8475009, 4
rec-4162-org,   luke, rothe, 69, porteous crescent, villa 5, maclean, 3149, vic, 19281208, 22, 08 13133146, 8113239, 6
rec-2390-dup-1, georgia, barte, 470, marsh place, , bayview heights, 2010, , 19961210, 22, 08 09578063, 5361139, 3
rec-135-dup-1, jacob, grosser, 0, rounsevell street, , windsor, 3400, , 19600516, 19, 03 38496640, 7338679, 7
rec-4271-dup-0, george, coleman, 3, camfield place, , waverley, 3169, vic, 19991512, 23, 07 06117844, 7998974, 1
rec-1613-org,   benjamin, stubbs, 10, grayson street, , woolgoolga, 2611, qld, 19370627, 27, 07 62801736, 1826542, 2
rec-853-org,   vendula, cerins, 116, arthaldo court, , munster, 4074, wa, 19220215, 29, 04 98590400, 3177997, 6
rec-4739-org,   charlotte, jeitner, 219, battersby circuit, southern wood, woree, 2478, , 19750805, 38, 02 43492995, 5652084, 8
rec-4820-dup-0, jamew, lutz, 70, yirawala street, , paddington, 2135, , 19900309, , 03 83453014, 2364266, 8
rec-4227-dup-2, campbrll, sprtt, 85, mugga way, , st georges basin, 3133, , , 30, 08 61583832, 5308470, 7
rec-318-org,   kaitlyn, purtell, 417, clermont street, , hawthorn, 6169, qld, , , , 4589434, 6
rec-613-org,   bethanie, waltke, 24, lobelia street, , munruben, 4500, qld, 19270924, 28, 08 03984863, 4015539, 8
rec-2913-org,   riley, brokenshire, 347, dowling street, davrnpk, salisbury, 4551, vic, 19130605, 35, 08 07623275, 5697053, 0
rec-3481-dup-2, mathew, dakin, 19, , cliffdon park, kirwan, 3043, vic, , 24, 08 57891088, 8621039, 7
rec-2477-org,   cooper, sherriff, 5, shara place, villa 147, potts point, 4059, vic, 19901201, 37, 07 83758775, 2447511, 4
rec-1916-org,   madison, ulanowicz, 4, canberra avenue, , north sydney, 2804, nsw, 19690630, 32, 02 48187782, 6827717, 5
rec-3009-org,   abii, salcedo, 63, moorehead place, , vincentia, 3084, qld, , 35, 04 11219512, 7130111, 4
rec-4926-dup-3, nathan, campbell, 37, mcdonnell close, , boort, 3777, qld, 19273106, 39, 08 65471335, 8984227, 5
rec-733-dup-1, tiana, ryan, 18, canberra avenue, , blacktown, 6155, vic, 19714230, 36, , 1238844, 2
rec-384-org,   lauren, coulson, 12, william hudson crescent, , lawrence, 4157, , 19090205, 25, 04 83979759, 6933550, 7
rec-3883-org,   angus, rackwell, 42, benson crescent, laalgarths, barrack heights, 3182, sa, 19950212, 7, 08 23402550, 9460488, 5
rec-1247-dup-2, joel, markowiski, 38, macindoe place, naraweena, preston, 4305, qld, 19560804, , 02 43154572, 7940865, 1
rec-777-dup-0, alexander, artins, 560, waine place, , toowoomba, 3053, , 19450815, 29, 08 58040389, 3700009, 2
rec-3833-org,   makenzie, belperio, 6, hayward street, , ballina, 4703, qld, 19310509, 24, 08 83241047, 4744544, 2
rec-346-org,   hayley, eyles, 2, tazewell circuit, warra creek, turner, 2477, nsw, 19430513, 29, 07 75640646, 5222941, 6
rec-4733-dup-2, anton, webb, 35, freelingocrescent, burnside, cairns, 2030, tas, , 19, 03 70351067, 3465527, 0
rec-4174-dup-1, brooke, gulin, 18, sandoverrcircuit, , coo, 5343, nsw, 19700124, 30, 07 56176914, 7603892, 8
rec-3072-dup-1, waller, tiahnee, 1, broinowski place, old school hse, ballarat, 2223, nsw, 19140624, 35, 04 50102740, 4603201, 8
rec-3173-org,   amy, glass, 3, maribyrnong avenue, court units, stanley, 2085, nsw, 19531016, 25, 07 60072488, 4202470, 4
rec-4588-dup-2, sophie, svenson, 33, bindiri place, gleneagle, adamstown heights, 3029, vic, 19430716, 31, 07 29138738, 8541948, 8
rec-4592-org,   sarah, yoon, 4, horsley crescent, , dolans bay, 6104, wa, , 25, 04 77186559, 9113263, 4
rec-1208-org,   shenae, atsalas, 72, , , willetton, 4815, nsw, 19660423, , 08 02022386, 3325504, 3
rec-1720-org,   mikhaili, reid, 6, james smith circuit, , noble park north, 2063, vic, 19690426, 26, 04 52439266, 6494445, 5
rec-3807-org,   benjamin, van niel, 404, oxley street, vinda lodge, corrimal, 3825, , 19070219, 30, 08 89607960, 9992578, 6
rec-3079-org,   anneliese, , 101, levine street, , munster, 2795, sa, 19470807, 32, 08 62973292, 4340350, 3
rec-3431-org,   , tuckwell, 5, maughan crescent, beachwood, blakeview, 2305, nsw, 19681027, , 08 71619738, 7279100, 0
rec-878-dup-1, eloise, mcmullen, 16, besant screet, , preston, 6061, qld, 19051202, 33, 08 06645498, 8593934, 1
rec-1936-org,   benjamin, cawkwell, 1, solomon crescent, , baulkham hills west, 6061, vic, 19170610, 29, , 8835048, 0
rec-3014-org,   matthew, trenerry, 14, wolstenholme street, southern cross, deer park, 2525, , 19490915, 11, 02 94256384, 6701179, 0
rec-1387-dup-0, isaac, kammermann, 8, beazley crescent, earl haven, peakhurst, 3172, sa, , 24, 02 49437185, 7276759, 3
rec-2159-dup-1, kalli, fernando, 49, gundulu place, arabian stud kelkette park, laverton south, 3640, nsw, 19160214, 32, 03 35029592, 8151853, 4
rec-4971-dup-1, riley, ryan, 14, colvin street, mt oeba, attwood, 6155, qld, 19290804, 41, 04 71743923, 4175638, 7
rec-1912-dup-1, william, synusas, 27, wilson cecent, southwold, yarraville, 6701, qld, 19710717, 21, 08 34694077, 4778015, 8
rec-1659-org,   jacob, ellem, 14, mugga way, kimberly vale, currajong, 2795, tas, 19171014, 7, 07 97646912, 5520650, 0
rec-2169-org,   griffin, nye, 46, wilshire street, , junee, 3880, , 19090321, 23, 02 20524727, 3538462, 9
rec-2658-org,   finley, swiggs, 22, enright crescent, , mount gravatt, 4035, nsw, 19700715, 32, 02 96077453, 1744886, 8
rec-4151-org,   melinda, challenor, 218, namatjira drive, , canley vale, 4352, sa, 19180529, 31, 08 01622899, 1318788, 9
rec-682-dup-0, rebekah, moody, 5, powlett street, , ivanhoe, 2750, wa, 19481219, 36, 03 21472390, 8770090, 0
rec-4377-org,   nathan, webb, 77, johnston street, , cabramatta west, 3356, nsw, 19170411, 25, 03 88375508, 9413814, 4
rec-2222-dup-0, , cochrpne, 1, tryon street, , lakemba, 6158, act, 19240210, , 02 82002540, 5497417, 9
rec-378-dup-0, shaun, fusco, 576, harris rtreet, , rye, 2431, nsw, 19050101, 22, 03 42394703, 8043385, 4
rec-4508-org,   jay, thorpe, 3, glossop crescent, glenmore, woodgate, 6108, vic, 19201026, 38, 04 13835170, 6962106, 2
rec-524-org,   charlotte, multa, 29, hindmarsh drive, , mcdowall, 2040, vic, 19160212, 25, 07 72339964, 6434811, 0
rec-2489-dup-0, finlay, van derjkolk, 7, , , seymour, 3995, qld, 19610511, , 04 76468165, 9432965, 7
rec-4066-org,   daniel, pengryffyn, 1, osburn drive, crestwood, ettalong, 4817, sa, 19750809, , 02 49354172, 7126404, 1
rec-2132-org,   joshua, yost, 12, mcdowall place, uc-dai-loi, iluka, 4218, vic, 19590605, , 02 13894076, 4367431, 5
rec-1390-org,   jaimee, magnusdottir, 106, woollum street, , clayton, 2444, nsw, 19221222, 20, , 2042985, 1
rec-3532-dup-1, naoi, donaldson, 12, huelin circuit, largo, rostrevor, 4558, vic, 19280721, , 03 65682606, 8796606, 8
rec-2183-dup-0, thomas, jeffries, 11, kennerley street, lakewood estate, noble prk, 2250, nsw, 19011016, , 04 05163932, 1936353, 0
rec-2431-org,   imogen, blunden, 26, burkitt street, the mall, denmark, 6725, vic, 19271121, 36, 04 45151883, 3844387, 8
rec-1179-org,   layla, paterson, 34, akuna street, , coolbellup, 2640, sa, 19320409, 38, 02 13179242, 8825645, 3
rec-3746-dup-1, joshua, , 47, chinner mcrescent, glenavon, pascoe vale south, 5016, nse, 19810330, 19, 02 11196456, 7927176, 0
rec-1439-dup-0, luke, haythorpe, 204, maranboy street, shaudell, moss vale, 2032, vic, 19330211, , 07 22330313, 9482798, 9
rec-4776-org,   henry, howie, 4, tyrrell circuit, , peregian beach, 2284, vic, 19700810, 10, 08 65894873, 5273367, 5
rec-1083-org,   ellorah, noble, 73, plant road, billycreek farm, knoxfield, 3058, nsw, 19630330, 31, 03 88155438, 2920096, 7
rec-2139-org,   sophie, ryan, 33, warrumbul street, , rothwell, 6308, vic, 19810605, , 04 56669813, 6498367, 1
rec-4773-dup-1, georgia, pettingill, 17, edlingto h street, , kempsey, 3523, sa, 19850627, 21, 04 41993883, 1939694, 4
rec-3090-org,   joshua, elphick, 28, durack street, , ashfield, 2439, nsw, 19700307, , 08 90088581, 4163753, 2
rec-4229-dup-1, giacobo, kammermann, 35, barber crescent, bright view, ballarat, 6076, sa, 19130423, 25, 04 13335035, 8190158, 5
rec-314-org,   kimberley, brooker, 69, clarkson street, , upper barron, 5041, qld, 19530607, 29, 07 26455793, 4608374, 6
rec-4505-dup-2, hannah, morrisin, , howell place, , mulgravd east, 3030, , 19850918, , , 2281877, 2
rec-4844-dup-1, wilson, pota, 7, mckeahnie street, karingal age hostel, moggill, 7250, nsw, , 23, 08 27706981, 4083622, 8
rec-3410-dup-2, pascale, white, 616, brereton street, , andergrove, 3280, qld, 19430805, 30, 04 62256788, 6396351, 0
rec-4270-dup-1, kelsey, fitzpatrick, 76, city walkxa rcade, , south turramurra, 3160, nsw, 19531125, 10, 03 07487321, 3345172, 6
rec-4704-dup-0, william, tuckwell, 15, kinleyside crescent, , thornbury, 7270, wa, 19170509, 26, 08 11718218, 9609112, 7
rec-4377-dup-2, nathna, webb, 77, johnston street, , cabramatta west, 3365, nsw, 19170411, 25, 03 88375508, 9413814, 4
rec-1067-org,   thomas, mason, 62, weston street, , broken hill, 5052, vic, 19971125, , 03 62971646, 6278232, 0
rec-2488-org,   jock, nevin, 22, , , garfield, 3941, sa, 19531114, 22, 04 26109379, 2820298, 9
rec-1241-dup-3, jacynta, fuda, 54, britten-jones drive, , yo unb, 3350, vic, 19381223, 23, 02 61846427, 7327156, 5
rec-674-org,   charli, reid, 45, barraclough crescent, , broken hill, 6152, vic, 19510701, , 03 79742100, 3344350, 5
rec-1986-org,   olivia, gillkum, 8, eildon place, , brooklyn, 5253, , , , , 4527035, 7
rec-1880-dup-0, connor, colaric, 38, glencross nstreet, nine pines, cabramatta, 3136, sa, 19671008, , 03 41164439, 7498257, 1
rec-1980-org,   bayley, green, 13, pocket avenue, , gordonvale, 2217, , 19961029, , , 5023725, 8
rec-2250-dup-1, breeanne, siwjw, 30, cazaly close, , smithfield, 3183, act, 19100412, , 02 28518574, 9782218, 8
rec-2715-dup-2, cooper, ansaar, 18, beaumont close, tarlinup, woodanilling, 6052, wa, 19631017, 24, , 3585352, 9
rec-2070-org,   lucas, green, 59, mclaren crescent, towrie cottage, robina, 2530, vic, 19230729, , 08 56104980, 7660011, 4
rec-3731-dup-1, ebony, southgate, 8, , , kendall, 2347, nss, 19730609, 23, 02 99543684, 2874771, 4
rec-2625-org,   timothy, wheatley, 23, longworth place, rawdon hill, knockrow, 5095, sa, 19401224, 24, 07 01352026, 3744243, 5
rec-391-org,   alicia, futcher, 33, mathieson crescent, , moss vale, 3126, nt, 19540101, 27, 04 92257687, 3988801, 2
rec-2657-org,   xavier, mason, 20, quick street, , southbank, 6056, nsw, 19570915, , 02 20766984, 9971634, 8
rec-3877-org,   abbie, chitti, 47, westgarth street, willaroo, eastwood, 7250, wa, 19460919, , 08 61592631, 5022638, 2
rec-4622-dup-0, logaan, grie rson, 266, marrawah street, carrington retrmnt vlge, lewiston, 7030, sa, 19690802, 10, , 6089889, 2
rec-1476-org,   shona, bartel, 3, longerenong street, , culburra, 2711, wa, 19280813, 24, 04 45734623, 7143972, 0
rec-688-dup-0, jamie, hank, 10, , , kia ora, 4506, nxs, 19870302, , 08 56076948, 1934656, 1
rec-1954-org,   thomas, hope, 43, bell place, grandview, belmont, 2099, nsw, 19050823, 34, 04 55036208, 4201382, 5
rec-3172-org,   layla, zilm, 86, teakle place, , yamba, 2138, nsw, 19110417, , 07 53435619, 9189234, 9
rec-1100-dup-1, lusia, patience, 2, carstensz street, , , 5016, vic, 19120714, , 08 60163826, 2110457, 0
rec-582-org,   kaleb, barzen, 23, lister crescent, , wy yung, 6150, nsw, 19090817, 36, 02 63834698, 1296911, 8
rec-0-org,   callum, svetec, 14, stubbs crescent, greenslopes, bayonet head, 4506, nsw, 19581111, 34, 07 85401928, 3799692, 1
rec-1952-dup-2, liam, white, 116, cowper street, wiangaree, conder, 6464, vic, , , 02 71710951, 1160600, 7
rec-2495-dup-1, benjamin, mcgregor, 416, whiteman street, , wallaville, 5092, qld, 19340601, , 04 24388551, 9846151, 2
rec-534-org,   thomas, kalnins, 325, , moriah, cabramatta west, 6109, vic, 19250105, , 03 47260376, 4558560, 4
rec-2905-dup-2, aiden, cochrane, 12, crampton place, , windsor, 6109, sa, 19891027, 9, 03 66731199, 2128581, 0
